-130,1169,645,3
-128,1169,658,4
-126,1169,662,9
-124,1169,643,17
-122,1169,669,27
-120,1169,666,30
-118,1169,658,67
-116,1169,656,95
-114,1169,642,157
-112,1169,644,231
-110,1169,658,331
-108,1169,669,437
-106,1169,660,479
-104,1169,659,476
-102,1169,626,384
-100,1169,699,311
-98,1169,670,198
-96,1169,665,92
-94,1169,642,50
-92,1169,678,21
-90,1169,659,29
146,1169,695,2
148,1169,633,4
150,1169,670,7
152,1169,656,6
154,1169,660,4
156,1169,661,5
158,1169,677,3
160,1169,664,5
162,1169,629,5
164,1169,668,5
166,1169,643,7
168,1169,636,9
170,1169,624,7
172,1169,650,3
174,1169,665,6
176,1169,656,8
178,1169,642,6
180,1169,665,5
182,1169,666,7
184,1169,624,6
186,1169,657,7
