-180.0,280,166,8
-172.0,280,161,5
-164.0,280,167,8
-156.0,280,173,13
-148.0,280,171,9
-140.0,280,171,42
-132.0,280,167,68
-124.0,280,178,62
-116.0,280,182,44
-108.0,280,178,32
-100.0,280,178,14
-92.0,280,169,22
-84.0,280,168,12
-76.0,280,171,8
-68.0,280,167,15
-60.0,280,170,9
-52.0,280,178,9
-44.0,280,167,17
-36.0,280,184,12
-28.0,280,163,8
-20.0,280,165,13
-12.0,280,175,13
-4.0,280,164,11
4.0,280,168,31
12.0,280,167,51
20.0,280,170,69
28.0,280,169,60
36.0,280,178,52
44.0,280,178,30
52.0,280,160,13
60.0,280,177,17
68.0,280,176,10
76.0,280,165,8
84.0,280,162,11
92.0,280,179,13
100.0,280,171,8
108.0,280,169,7
116.0,280,178,18
124.0,280,158,27
132.0,280,168,42
140.0,280,169,41
148.0,280,178,54
156.0,280,165,54
164.0,280,163,54
172.0,280,166,52
180.0,280,165,25
188.0,280,170,12
196.0,280,163,16
204.0,280,162,9
212.0,280,153,10
220.0,280,169,7
